"x" "y"
-9.15880932938308 7.88688186522996
-9.08887001220137 7.60930642615851
-7.94150634668767 -18.8162470066346
-7.05772705376148 -11.7127423043956
-5.0782453129068 -10.1020734412695
-4.24844959750772 -9.63254660698912
-4.2168052541092 -7.869560337535
-3.44158561434597 -7.93518012530641
-1.820461563766 -4.09870558611429
-0.93331687618047 21.4833216510709
-0.867705293931067 -4.10879720934696
0.562109760940075 3.7997936108692
0.881320494227111 3.06938722412725
1.02870028931648 0.781126704609056
1.45266803912818 -16.2471387245948
1.88284040894359 5.61860926084081
2.81013627536595 6.03012958474736
3.11411598231643 9.01848328672291
3.55141270905733 9.85909239318075
3.85606812313199 10.355298409539
4.17060936335474 10.7184992349097
5.76610270887613 13.6400407248274
7.66034808009863 -9.05323446037167
7.79078632127494 -8.2703971429457
7.84838088788092 15.9358197737371
7.99649940803647 15.6035848582319
8.80934568587691 18.2028568157146
9.09007298294455 -8.43628700329354
9.13666690699756 23.6112457446721
9.88539553247392 23.1867150615578
